 5.00000000e-08  1.06217524e-05 
 6.72744428e-08  1.42896223e-05 
 1.01823328e-07  2.16214634e-05 
 1.70921099e-07  3.62588266e-05 
 3.09116641e-07  6.53991672e-05 
 5.85507726e-07  1.22912946e-04 
 1.13828989e-06  2.33117561e-04 
 2.24385423e-06  4.22109742e-04 
 4.45498290e-06  6.20214595e-04 
 5.00000000e-06  6.28057016e-04 
 5.23066477e-06  6.24947218e-04 
 5.69199431e-06  6.13371235e-04 
 6.61465338e-06  5.62473899e-04 
 8.45997153e-06  4.03235116e-04 
 1.04665056e-05  2.51138771e-04 
 1.23876510e-05  2.38823526e-04 
 1.44473340e-05  4.22837314e-04 
 1.63908757e-05  7.38939955e-04 
 1.83013555e-05  1.07723845e-03 
 2.02003869e-05  1.32714054e-03 
 2.25664556e-05  1.42433035e-03 
 2.53936978e-05  1.29582184e-03 
 2.83292322e-05  1.14891415e-03 
 3.13511219e-05  1.26743006e-03 
 3.36173995e-05  1.56691752e-03 
 3.51828970e-05  1.82283676e-03 
 3.65936034e-05  2.03099607e-03 
 3.90445447e-05  2.23971793e-03 
 4.16251707e-05  2.23230356e-03 
 4.45927841e-05  2.09768761e-03 
 4.77648687e-05  2.10409798e-03 
 5.02816976e-05  2.33234762e-03 
 5.21346458e-05  2.59435391e-03 
 5.39325393e-05  2.84564367e-03 
 5.62795858e-05  3.05987758e-03 
 5.89595119e-05  3.09951280e-03 
 6.18041704e-05  3.00893444e-03 
 6.49534715e-05  3.00444234e-03 
 6.75101294e-05  3.19215224e-03 
 6.94857223e-05  3.43741764e-03 
 7.14079400e-05  3.68485896e-03 
 7.34396557e-05  3.87596470e-03 
 7.58243535e-05  3.95724312e-03 
 7.86367827e-05  3.91447297e-03 
 8.15812913e-05  3.88893214e-03 
 8.41970681e-05  4.01540719e-03 
 8.63796569e-05  4.23888923e-03 
 8.79195733e-05  4.42651050e-03 
 8.93969186e-05  4.59162656e-03 
 9.16717486e-05  4.75979574e-03 
 9.41507464e-05  4.80917660e-03 
 9.69457590e-05  4.77913804e-03 
 9.99835778e-05  4.81527009e-03 
 1.02518158e-04  4.98323428e-03 
 1.04499607e-04  5.18925976e-03 
 1.06446289e-04  5.39950023e-03 
 1.08423332e-04  5.56437390e-03 
 1.10591843e-04  5.65440311e-03 
 1.13234149e-04  5.66597355e-03 
 1.15953442e-04  5.67004182e-03 
 1.18713660e-04  5.77752435e-03 
 1.20999444e-04  5.96614425e-03 
 1.22699624e-04  6.13928577e-03 
 1.24459506e-04  6.30739306e-03 
 1.26714534e-04  6.45833669e-03 
 1.29277721e-04  6.52763075e-03 
 1.31684214e-04  6.53748226e-03 
 1.34577622e-04  6.59029574e-03 
 1.37067708e-04  6.73044076e-03 
 1.39126716e-04  6.90876295e-03 
 1.41169735e-04  7.09914948e-03 
 1.43545014e-04  7.27586746e-03 
 1.45684654e-04  7.36542281e-03 
 1.47920544e-04  7.40096758e-03 
 1.50270062e-04  7.42785539e-03 
 1.53529209e-04  7.55019604e-03 
 1.55948333e-04  7.72554714e-03 
 1.58398911e-04  7.93755784e-03 
 1.60851838e-04  8.11948466e-03 
 1.63062860e-04  8.22196969e-03 
 1.64958798e-04  8.26545936e-03 
 1.66850632e-04  8.29308550e-03 
 1.69046622e-04  8.34647547e-03 
 1.71299586e-04  8.45529575e-03 
 1.73771877e-04  8.63525331e-03 
 1.76417665e-04  8.84775080e-03 
 1.79739490e-04  9.04945365e-03 
 1.82057182e-04  9.12576081e-03 
 1.83598539e-04  9.15639047e-03 
 1.85092992e-04  9.18703689e-03 
 1.87562584e-04  9.27325840e-03 
 1.90516913e-04  9.45118420e-03 
 1.93461258e-04  9.67375860e-03 
 1.96909896e-04  9.89392445e-03 
 1.99358886e-04  9.99061473e-03 
 2.01349196e-04  1.00410212e-02 
 2.03845166e-04  1.01099405e-02 
 2.07268688e-04  1.02733541e-02 
 2.11040103e-04  1.05325650e-02 
 2.14647993e-04  1.07660425e-02 
 2.18149613e-04  1.09123866e-02 
 2.21260860e-04  1.10028855e-02 
 2.24534521e-04  1.11337687e-02 
 2.28347798e-04  1.13677146e-02 
 2.32627555e-04  1.16480835e-02 
 2.37627555e-04  1.18737351e-02 
 2.41950097e-04  1.20197680e-02 
 2.46370268e-04  1.22404926e-02 
 2.51370268e-04  1.25610827e-02 
 2.56288366e-04  1.28157325e-02 
 2.61288366e-04  1.29974839e-02 
 2.66185228e-04  1.32249649e-02 
 2.71185228e-04  1.35352917e-02 
 2.76185228e-04  1.38050184e-02 
 2.81185228e-04  1.39970300e-02 
 2.86185228e-04  1.42210070e-02 
 2.91185228e-04  1.45210772e-02 
 2.96185228e-04  1.47971233e-02 
 3.01185228e-04  1.49991710e-02 
 3.06185228e-04  1.52178107e-02 
 3.11185228e-04  1.55077634e-02 
 3.16185228e-04  1.57878408e-02 
 3.21185228e-04  1.59996049e-02 
 3.26185228e-04  1.62150453e-02 
 3.31185228e-04  1.64953591e-02 
 3.36185228e-04  1.67774847e-02 
 3.41185228e-04  1.69983495e-02 
 3.46185228e-04  1.72124159e-02 
 3.51185228e-04  1.74900525e-02 
 3.56185228e-04  1.77668453e-02 
 3.61185228e-04  1.79833895e-02 
 3.66185228e-04  1.82191569e-02 
 3.71185228e-04  1.85017535e-02 
 3.76185228e-04  1.87451628e-02 
 3.81185228e-04  1.89628528e-02 
 3.86185228e-04  1.92331263e-02 
 3.91185228e-04  1.94976319e-02 
 3.96185228e-04  1.97147744e-02 
 4.01185228e-04  1.99648583e-02 
 4.06185228e-04  2.02414029e-02 
 4.11185228e-04  2.04708235e-02 
 4.16185228e-04  2.07020078e-02 
 4.21185228e-04  2.09774916e-02 
 4.26185228e-04  2.12255399e-02 
 4.31185228e-04  2.14467610e-02 
 4.36185228e-04  2.17098897e-02 
 4.41185228e-04  2.19745048e-02 
 4.46185228e-04  2.21978345e-02 
 4.51185228e-04  2.24435968e-02 
 4.56185228e-04  2.27160568e-02 
 4.61185228e-04  2.29513765e-02 
 4.66185228e-04  2.31824456e-02 
 4.71185228e-04  2.34516847e-02 
 4.76185228e-04  2.37028330e-02 
 4.81185228e-04  2.39276417e-02 
 4.86185228e-04  2.41850757e-02 
 4.91185228e-04  2.44489062e-02 
 4.96185228e-04  2.46775454e-02 
 5.01185228e-04  2.49203565e-02 
 5.06185228e-04  2.51887837e-02 
 5.11185228e-04  2.54286533e-02 
 5.16185228e-04  2.56603399e-02 
 5.21185228e-04  2.59242097e-02 
 5.26185228e-04  2.61772457e-02 
 5.31185228e-04  2.64055022e-02 
 5.36185228e-04  2.66584907e-02 
 5.41185228e-04  2.69209478e-02 
 5.46185228e-04  2.71540352e-02 
 5.51185228e-04  2.73949620e-02 
 5.56185228e-04  2.76595682e-02 
 5.61185228e-04  2.79028380e-02 
 5.66185228e-04  2.81356051e-02 
 5.71185228e-04  2.83949451e-02 
 5.76185228e-04  2.86489370e-02 
 5.81185228e-04  2.88803733e-02 
 5.86185228e-04  2.91299697e-02 
 5.91185228e-04  2.93907016e-02 
 5.96185228e-04  2.96274273e-02 
 6.01185228e-04  2.98672785e-02 
 6.06185228e-04  3.01283756e-02 
 6.11185228e-04  3.03740867e-02 
 6.16185228e-04  3.06081902e-02 
 6.21185228e-04  3.08637763e-02 
 6.26185228e-04  3.11180285e-02 
 6.31185228e-04  3.13523013e-02 
 6.36185228e-04  3.15993751e-02 
 6.41185228e-04  3.18582093e-02 
 6.46185228e-04  3.20978363e-02 
 6.51185228e-04  3.23372058e-02 
 6.56185228e-04  3.25951601e-02 
 6.61185228e-04  3.28425288e-02 
 6.66185228e-04  3.30780709e-02 
 6.71185228e-04  3.33305992e-02 
 6.76185228e-04  3.35846106e-02 
 6.81185228e-04  3.38213403e-02 
 6.86185228e-04  3.40665947e-02 
 6.91185228e-04  3.43234897e-02 
 6.96185228e-04  3.45653656e-02 
 7.01185228e-04  3.48046722e-02 
 7.06185228e-04  3.50598699e-02 
 7.11185228e-04  3.53082697e-02 
 7.16185228e-04  3.55452420e-02 
 7.21185228e-04  3.57953215e-02 
 7.26185228e-04  3.60487477e-02 
 7.31185228e-04  3.62875483e-02 
 7.36185228e-04  3.65315393e-02 
 7.41185228e-04  3.67865453e-02 
 7.46185228e-04  3.70301061e-02 
 7.51185228e-04  3.72696289e-02 
 7.56185228e-04  3.75224521e-02 
 7.61185228e-04  3.77713934e-02 
 7.66185228e-04  3.80097123e-02 
 7.71185228e-04  3.82578635e-02 
 7.76185228e-04  3.85104841e-02 
 7.81185228e-04  3.87509824e-02 
 7.86185228e-04  3.89941392e-02 
 7.91185228e-04  3.92473676e-02 
 7.96185228e-04  3.94921360e-02 
 8.01185228e-04  3.97320450e-02 
 8.06185228e-04  3.99828554e-02 
 8.11185228e-04  4.02319654e-02 
 8.16185228e-04  4.04714993e-02 
 8.21185228e-04  4.07181581e-02 
 8.26185228e-04  4.09698479e-02 
 8.31185228e-04  4.12116974e-02 
 8.36185228e-04  4.14543421e-02 
 8.41185228e-04  4.17059405e-02 
 8.46185228e-04  4.19515213e-02 
 8.51185228e-04  4.21919040e-02 
 8.56185228e-04  4.24410322e-02 
 8.61185228e-04  4.26900357e-02 
 8.66185228e-04  4.29306263e-02 
 8.71185228e-04  4.31761501e-02 
 8.76185228e-04  4.34268549e-02 
 8.81185228e-04  4.36697434e-02 
 8.86185228e-04  4.39121097e-02 
 8.91185228e-04  4.41622440e-02 
 8.96185228e-04  4.44083168e-02 
 9.01185228e-04  4.46491996e-02 
 9.06185228e-04  4.48969395e-02 
 9.11185228e-04  4.51456413e-02 
 9.16185228e-04  4.53871193e-02 
 9.21185228e-04  4.56317950e-02 
 9.26185228e-04  4.58815123e-02 
 9.31185228e-04  4.61251656e-02 
 9.36185228e-04  4.63674154e-02 
 9.41185228e-04  4.66162564e-02 
 9.46185228e-04  4.68625667e-02 
 9.51185228e-04  4.71039334e-02 
 9.56185228e-04  4.73505401e-02 
 9.61185228e-04  4.75988087e-02 
 9.66185228e-04  4.78410052e-02 
 9.71185228e-04  4.80850579e-02 
 9.76185228e-04  4.83338205e-02 
 9.81185228e-04  4.85780034e-02 
 9.86185228e-04  4.88202421e-02 
 9.91185228e-04  4.90679558e-02 
 9.96185228e-04  4.93143067e-02 
 1.00118523e-03  4.95561121e-02 
 1.00618523e-03  4.98018021e-02 
 1.01118523e-03  5.00495561e-02 
 1.01618523e-03  5.02923104e-02 
 1.02118523e-03  5.05359122e-02 
 1.02618523e-03  5.07837757e-02 
 1.03118523e-03  5.10282909e-02 
 1.03618523e-03  5.12705798e-02 
 1.04118523e-03  5.15173215e-02 
 1.04618523e-03  5.17635644e-02 
 1.05118523e-03  5.20057457e-02 
 1.05618523e-03  5.22506990e-02 
 1.06118523e-03  5.24978953e-02 
