 3.00046500e-01 -7.24034098e-02  3.00046500e-01  4.97372924e+00  3.00046500e-01  4.97600884e+00  3.00046500e-01  2.48157385e+00  3.00046500e-01  8.51669780e-02  3.00046500e-01  4.97372882e+00  3.00046500e-01  1.99990910e+00  3.00046500e-01  4.39990320e-05 
 3.00047500e-01 -7.35951296e-02  3.00047500e-01  4.97372924e+00  3.00047500e-01  4.97600884e+00  3.00047500e-01  2.48157398e+00  3.00047500e-01  8.51669780e-02  3.00047500e-01  4.97372882e+00  3.00047500e-01  1.99990910e+00  3.00047500e-01  4.39990320e-05 
 3.00048500e-01 -7.47839117e-02  3.00048500e-01  4.97372924e+00  3.00048500e-01  4.97600884e+00  3.00048500e-01  2.48157411e+00  3.00048500e-01  8.51669780e-02  3.00048500e-01  4.97372882e+00  3.00048500e-01  1.99990910e+00  3.00048500e-01  4.39990320e-05 
 3.00049500e-01 -7.59697091e-02  3.00049500e-01  4.97372924e+00  3.00049500e-01  4.97600884e+00  3.00049500e-01  2.48157423e+00  3.00049500e-01  8.51669780e-02  3.00049500e-01  4.97372882e+00  3.00049500e-01  1.99990910e+00  3.00049500e-01  4.39990320e-05 
 3.00050500e-01 -7.71524750e-02  3.00050500e-01  4.97372924e+00  3.00050500e-01  4.97600884e+00  3.00050500e-01  2.48157436e+00  3.00050500e-01  8.51669780e-02  3.00050500e-01  4.97372882e+00  3.00050500e-01  1.99990910e+00  3.00050500e-01  4.39990320e-05 
 3.00051500e-01 -7.83321628e-02  3.00051500e-01  4.97372924e+00  3.00051500e-01  4.97600884e+00  3.00051500e-01  2.48157449e+00  3.00051500e-01  8.51669780e-02  3.00051500e-01  4.97372882e+00  3.00051500e-01  1.99990910e+00  3.00051500e-01  4.39990320e-05 
 3.00052500e-01 -7.95087259e-02  3.00052500e-01  4.97372924e+00  3.00052500e-01  4.97600884e+00  3.00052500e-01  2.48157461e+00  3.00052500e-01  8.51669780e-02  3.00052500e-01  4.97372882e+00  3.00052500e-01  1.99990910e+00  3.00052500e-01  4.39990320e-05 
 3.00053500e-01 -8.06821178e-02  3.00053500e-01  4.97372924e+00  3.00053500e-01  4.97600884e+00  3.00053500e-01  2.48157474e+00  3.00053500e-01  8.51669780e-02  3.00053500e-01  4.97372882e+00  3.00053500e-01  1.99990910e+00  3.00053500e-01  4.39990320e-05 
 3.00054500e-01 -8.18522922e-02  3.00054500e-01  4.97372924e+00  3.00054500e-01  4.97600884e+00  3.00054500e-01  2.48157487e+00  3.00054500e-01  8.51669780e-02  3.00054500e-01  4.97372882e+00  3.00054500e-01  1.99990910e+00  3.00054500e-01  4.39990320e-05 
 3.00055500e-01 -8.30192029e-02  3.00055500e-01  4.97372924e+00  3.00055500e-01  4.97600884e+00  3.00055500e-01  2.48157500e+00  3.00055500e-01  8.51669780e-02  3.00055500e-01  4.97372882e+00  3.00055500e-01  1.99990910e+00  3.00055500e-01  4.39990320e-05 
 3.00056500e-01 -8.41828038e-02  3.00056500e-01  4.97372924e+00  3.00056500e-01  4.97600884e+00  3.00056500e-01  2.48157512e+00  3.00056500e-01  8.51669780e-02  3.00056500e-01  4.97372882e+00  3.00056500e-01  1.99990910e+00  3.00056500e-01  4.39990320e-05 
 3.00057500e-01 -8.53430490e-02  3.00057500e-01  4.97372924e+00  3.00057500e-01  4.97600884e+00  3.00057500e-01  2.48157525e+00  3.00057500e-01  8.51669780e-02  3.00057500e-01  4.97372882e+00  3.00057500e-01  1.99990910e+00  3.00057500e-01  4.39990320e-05 
 3.00058500e-01 -8.64998928e-02  3.00058500e-01  4.97372924e+00  3.00058500e-01  4.97600884e+00  3.00058500e-01  2.48157538e+00  3.00058500e-01  8.51669780e-02  3.00058500e-01  4.97372882e+00  3.00058500e-01  1.99990910e+00  3.00058500e-01  4.39990320e-05 
 3.00059500e-01 -8.76532893e-02  3.00059500e-01  4.97372924e+00  3.00059500e-01  4.97600884e+00  3.00059500e-01  2.48157550e+00  3.00059500e-01  8.51669780e-02  3.00059500e-01  4.97372882e+00  3.00059500e-01  1.99990910e+00  3.00059500e-01  4.39990320e-05 
 3.00060500e-01 -8.88031932e-02  3.00060500e-01  4.97372924e+00  3.00060500e-01  4.97600884e+00  3.00060500e-01  2.48157563e+00  3.00060500e-01  8.51669780e-02  3.00060500e-01  4.97372882e+00  3.00060500e-01  1.99990910e+00  3.00060500e-01  4.39990320e-05 
 3.00061500e-01 -8.99495589e-02  3.00061500e-01  4.97372924e+00  3.00061500e-01  4.97600884e+00  3.00061500e-01  2.48157576e+00  3.00061500e-01  8.51669780e-02  3.00061500e-01  4.97372882e+00  3.00061500e-01  1.99990910e+00  3.00061500e-01  4.39990320e-05 
 3.00062500e-01 -9.10923413e-02  3.00062500e-01  4.97372924e+00  3.00062500e-01  4.97600884e+00  3.00062500e-01  2.48157588e+00  3.00062500e-01  8.51669780e-02  3.00062500e-01  4.97372882e+00  3.00062500e-01  1.99990910e+00  3.00062500e-01  4.39990320e-05 
 3.00063500e-01 -9.22314953e-02  3.00063500e-01  4.97372924e+00  3.00063500e-01  4.97600884e+00  3.00063500e-01  2.48157601e+00  3.00063500e-01  8.51669780e-02  3.00063500e-01  4.97372882e+00  3.00063500e-01  1.99990910e+00  3.00063500e-01  4.39990320e-05 
 3.00064500e-01 -9.33669758e-02  3.00064500e-01  4.97372924e+00  3.00064500e-01  4.97600884e+00  3.00064500e-01  2.48157614e+00  3.00064500e-01  8.51669780e-02  3.00064500e-01  4.97372882e+00  3.00064500e-01  1.99990910e+00  3.00064500e-01  4.39990320e-05 
 3.00065500e-01 -9.44987380e-02  3.00065500e-01  4.97372924e+00  3.00065500e-01  4.97600884e+00  3.00065500e-01  2.48157626e+00  3.00065500e-01  8.51669780e-02  3.00065500e-01  4.97372882e+00  3.00065500e-01  1.99990910e+00  3.00065500e-01  4.39990320e-05 
 3.00066500e-01 -9.56267372e-02  3.00066500e-01  4.97372924e+00  3.00066500e-01  4.97600884e+00  3.00066500e-01  2.48157639e+00  3.00066500e-01  8.51669780e-02  3.00066500e-01  4.97372882e+00  3.00066500e-01  1.99990910e+00  3.00066500e-01  4.39990320e-05 
 3.00067500e-01 -9.67509290e-02  3.00067500e-01  4.97372924e+00  3.00067500e-01  4.97600884e+00  3.00067500e-01  2.48157652e+00  3.00067500e-01  8.51669780e-02  3.00067500e-01  4.97372882e+00  3.00067500e-01  1.99990910e+00  3.00067500e-01  4.39990320e-05 
 3.00068500e-01 -9.78712690e-02  3.00068500e-01  4.97372924e+00  3.00068500e-01  4.97600884e+00  3.00068500e-01  2.48157664e+00  3.00068500e-01  8.51669780e-02  3.00068500e-01  4.97372882e+00  3.00068500e-01  1.99990910e+00  3.00068500e-01  4.39990320e-05 
 3.00069500e-01 -9.89877128e-02  3.00069500e-01  4.97372924e+00  3.00069500e-01  4.97600884e+00  3.00069500e-01  2.48157677e+00  3.00069500e-01  8.51669780e-02  3.00069500e-01  4.97372882e+00  3.00069500e-01  1.99990910e+00  3.00069500e-01  4.39990320e-05 
 3.00070500e-01 -1.00100217e-01  3.00070500e-01  4.97372924e+00  3.00070500e-01  4.97600884e+00  3.00070500e-01  2.48157690e+00  3.00070500e-01  8.51669780e-02  3.00070500e-01  4.97372882e+00  3.00070500e-01  1.99990910e+00  3.00070500e-01  4.39990320e-05 
 3.00071500e-01 -1.01208736e-01  3.00071500e-01  4.97372924e+00  3.00071500e-01  4.97600884e+00  3.00071500e-01  2.48157702e+00  3.00071500e-01  8.51669780e-02  3.00071500e-01  4.97372882e+00  3.00071500e-01  1.99990910e+00  3.00071500e-01  4.39990320e-05 
 3.00072500e-01 -1.02313228e-01  3.00072500e-01  4.97372924e+00  3.00072500e-01  4.97600884e+00  3.00072500e-01  2.48157715e+00  3.00072500e-01  8.51669780e-02  3.00072500e-01  4.97372882e+00  3.00072500e-01  1.99990910e+00  3.00072500e-01  4.39990320e-05 
 3.00073500e-01 -1.03413648e-01  3.00073500e-01  4.97372924e+00  3.00073500e-01  4.97600884e+00  3.00073500e-01  2.48157728e+00  3.00073500e-01  8.51669780e-02  3.00073500e-01  4.97372882e+00  3.00073500e-01  1.99990910e+00  3.00073500e-01  4.39990320e-05 
 3.00074500e-01 -1.04509954e-01  3.00074500e-01  4.97372924e+00  3.00074500e-01  4.97600884e+00  3.00074500e-01  2.48157740e+00  3.00074500e-01  8.51669780e-02  3.00074500e-01  4.97372882e+00  3.00074500e-01  1.99990910e+00  3.00074500e-01  4.39990320e-05 
 3.00075500e-01 -1.05602101e-01  3.00075500e-01  4.97372924e+00  3.00075500e-01  4.97600884e+00  3.00075500e-01  2.48157753e+00  3.00075500e-01  8.51669780e-02  3.00075500e-01  4.97372882e+00  3.00075500e-01  1.99990910e+00  3.00075500e-01  4.39990320e-05 
