 2.20981168e-04 -4.89160740e-01  2.20981168e-04 -4.81558124e-01  2.20981168e-04 -7.17177679e-01 
 2.24073025e-04 -4.90424930e-01  2.24073025e-04 -4.82653928e-01  2.24073025e-04 -7.18473280e-01 
 2.27390399e-04 -4.91563391e-01  2.27390399e-04 -4.83611431e-01  2.27390399e-04 -7.19532301e-01 
 2.30701348e-04 -4.92326061e-01  2.30701348e-04 -4.84193333e-01  2.30701348e-04 -7.20020252e-01 
 2.33060063e-04 -4.92636395e-01  2.33060063e-04 -4.84374852e-01  2.33060063e-04 -7.20012007e-01 
 2.34826014e-04 -4.92780810e-01  2.34826014e-04 -4.84422821e-01  2.34826014e-04 -7.19871039e-01 
 2.36560915e-04 -4.92887393e-01  2.36560915e-04 -4.84434652e-01  2.36560915e-04 -7.19678242e-01 
 2.38894354e-04 -4.93006933e-01  2.38894354e-04 -4.84426752e-01  2.38894354e-04 -7.19382470e-01 
 2.41627116e-04 -4.93090983e-01  2.41627116e-04 -4.84361589e-01  2.41627116e-04 -7.18951763e-01 
 2.44504548e-04 -4.93021081e-01  2.44504548e-04 -4.84134681e-01  2.44504548e-04 -7.18258760e-01 
 2.47586838e-04 -4.92653911e-01  2.47586838e-04 -4.83599552e-01  2.47586838e-04 -7.17072795e-01 
 2.50022071e-04 -4.92133407e-01  2.50022071e-04 -4.82946573e-01  2.50022071e-04 -7.15785156e-01 
 2.51763945e-04 -4.91661861e-01  2.51763945e-04 -4.82380410e-01  2.51763945e-04 -7.14712824e-01 
 2.53752107e-04 -4.91065544e-01  2.53752107e-04 -4.81676246e-01  2.53752107e-04 -7.13400281e-01 
 2.55659660e-04 -4.90461734e-01  2.55659660e-04 -4.80969117e-01  2.55659660e-04 -7.12093006e-01 
 2.57956145e-04 -4.89698318e-01  2.57956145e-04 -4.80081527e-01  2.57956145e-04 -7.10464673e-01 
 2.60050942e-04 -4.88939576e-01  2.60050942e-04 -4.79209746e-01  2.60050942e-04 -7.08885884e-01 
 2.62674460e-04 -4.87836087e-01  2.62674460e-04 -4.77965045e-01  2.62674460e-04 -7.06677435e-01 
 2.65201665e-04 -4.86564338e-01  2.65201665e-04 -4.76557704e-01  2.65201665e-04 -7.04233997e-01 
 2.67936833e-04 -4.84961991e-01  2.67936833e-04 -4.74809142e-01  2.67936833e-04 -7.01246668e-01 
 2.70473360e-04 -4.83323353e-01  2.70473360e-04 -4.73035435e-01  2.70473360e-04 -6.98244730e-01 
 2.74045939e-04 -4.80879267e-01  2.74045939e-04 -4.70402003e-01  2.74045939e-04 -6.93811841e-01 
 2.76150665e-04 -4.79377896e-01  2.76150665e-04 -4.68789593e-01  2.76150665e-04 -6.91108777e-01 
 2.77641810e-04 -4.78274410e-01  2.77641810e-04 -4.67607682e-01  2.77641810e-04 -6.89134390e-01 
 2.79146353e-04 -4.77109878e-01  2.79146353e-04 -4.66364239e-01  2.79146353e-04 -6.87065544e-01 
 2.82155438e-04 -4.74579784e-01  2.82155438e-04 -4.63677038e-01  2.82155438e-04 -6.82624762e-01 
 2.85181802e-04 -4.71760620e-01  2.85181802e-04 -4.60700886e-01  2.85181802e-04 -6.77743782e-01 
 2.88761304e-04 -4.68157188e-01  2.88761304e-04 -4.56913166e-01  2.88761304e-04 -6.71564848e-01 
 2.92793488e-04 -4.63883922e-01  2.92793488e-04 -4.52434188e-01  2.92793488e-04 -6.64284633e-01 
 2.95753047e-04 -4.60614403e-01  2.95753047e-04 -4.49015005e-01  2.95753047e-04 -6.58744064e-01 
 2.99326324e-04 -4.56417334e-01  2.99326324e-04 -4.44638852e-01  2.99326324e-04 -6.51681723e-01 
 3.04326324e-04 -4.49974740e-01  3.04326324e-04 -4.37948874e-01  3.04326324e-04 -6.40943874e-01 
 3.08848201e-04 -4.43674298e-01  3.08848201e-04 -4.31428104e-01  3.08848201e-04 -6.30522226e-01 
 3.13848201e-04 -4.36371120e-01  3.13848201e-04 -4.23885246e-01  3.13848201e-04 -6.18500391e-01 
